,room_type,accommodates,bedrooms,beds,host_response_rate,latitude,longitude,number_of_reviews,review_scores_rating,bath_size,bath_type,price_log
5982,Entire home/apt,2,1.0,1.0,100,13.74947,100.54068,61,4.92,1.0,bath,7.408530566894626
5983,Entire home/apt,1,1.0,1.0,100,13.7129,100.51442,41,4.95,1.0,bath,6.380122536899765
5984,Entire home/apt,4,1.0,1.0,98,13.75391,100.57397,34,3.91,1.0,bath,7.009408932708637
5985,Private room,2,1.0,1.0,0,13.72273,100.56713,0,0.0,1.0,private bath,7.649692623711514
5986,Entire home/apt,2,1.0,1.0,0,13.73901,100.54217,1,0.0,2.0,bath,8.268731832117737
5987,Entire home/apt,3,1.0,1.0,100,13.66405,100.60324,78,4.81,1.5,bath,7.003065458786462
5988,Entire home/apt,3,1.0,2.0,100,13.71284,100.51443,72,4.9,1.0,bath,6.642486801367256
5989,Private room,15,6.0,9.0,0,13.80832,100.56873,2,2.5,4.0,bath,8.411832675758411
5990,Private room,2,1.0,1.0,33,13.84175,100.69704,0,0.0,1.0,private bath,5.983936280687191
5991,Entire home/apt,6,3.0,3.0,0,13.80424,100.65134,0,0.0,2.0,bath,6.907755278982137
5992,Entire home/apt,2,1.0,1.0,100,13.7419,100.5574,42,4.86,1.0,bath,7.533693709848633
5993,Private room,2,1.0,1.0,100,13.74011,100.56567,2,4.5,1.0,private bath,7.162397497355718
5994,Entire home/apt,2,1.0,1.0,100,13.74237,100.55737,40,4.78,1.0,bath,7.5251007461258
5995,Entire home/apt,2,1.0,2.0,78,13.72136,100.49274,49,4.86,1.5,bath,7.170119543449628
5996,Entire home/apt,2,1.0,1.0,0,13.67118,100.59945,3,5.0,1.0,bath,6.620073206530356
5997,Entire home/apt,2,1.0,1.0,0,13.73603,100.55617,0,0.0,1.0,bath,6.907755278982137
5998,Entire home/apt,4,1.0,1.0,100,13.74412,100.55624,37,4.7,1.5,bath,7.330405211844402
5999,Entire home/apt,2,1.0,1.0,0,13.70293,100.46869,1,5.0,1.0,bath,6.856461984594587
6000,Entire home/apt,2,1.0,1.0,100,13.74159,100.55607,52,4.79,1.0,bath,7.473069088032197
6001,Entire home/apt,3,1.0,1.0,98,13.71915,100.52948,17,4.76,1.5,bath,7.495541943884256
6002,Shared room,16,1.0,1.0,0,13.78652,100.56268,0,0.0,5.0,shared bath,6.396929655216146
6003,Entire home/apt,2,1.0,1.0,100,13.83117,100.57143,7,5.0,1.5,bath,6.461468176353717
6004,Entire home/apt,4,1.0,4.0,100,13.69949,100.60776,38,4.89,1.5,bath,6.587550014824796
6005,Entire home/apt,4,1.0,2.0,100,13.72864,100.52745,73,4.73,1.0,bath,7.607878073278507
6006,Private room,3,2.0,2.0,0,13.70218,100.50447,0,0.0,1.0,private bath,6.907755278982137
6007,Entire home/apt,3,1.0,1.0,100,13.66557,100.6041,61,4.77,1.0,bath,6.551080335043404
6008,Entire home/apt,2,1.0,1.0,0,13.75404,100.5763,2,5.0,1.0,bath,6.856461984594587
6009,Entire home/apt,4,1.0,1.0,89,13.80107,100.50671,6,4.83,1.0,bath,5.991464547107982
6010,Hotel room,2,1.0,2.0,60,13.74471,100.55957,8,5.0,1.0,private bath,8.144969417087875
6011,Private room,2,1.0,1.0,98,13.71731,100.53094,6,4.83,1.0,private bath,7.313220387090301
6012,Entire home/apt,5,2.0,4.0,100,13.73474,100.56274,152,4.95,1.0,bath,8.044626279767337
6013,Private room,2,1.0,1.0,0,13.79011,100.58575,1,3.0,1.0,private bath,6.396929655216146
6014,Private room,5,1.0,4.0,100,13.7582,100.52135,31,4.57,1.0,private bath,7.090076835776092
6016,Entire home/apt,2,1.0,1.0,0,13.72601,100.53143,27,4.93,1.5,bath,7.066466970136958
6017,Entire home/apt,2,1.0,2.0,100,13.70049,100.51481,11,5.0,1.0,bath,6.878326468291325
6018,Entire home/apt,2,1.0,1.0,100,13.76317,100.56917,4,4.75,1.5,bath,6.907755278982137
6019,Hotel room,3,1.0,2.0,60,13.74614,100.55986,30,4.73,1.0,private bath,8.759982494977281
6020,Entire home/apt,8,3.0,3.0,88,13.74729,100.55424,4,4.5,3.5,bath,9.104979856318357
6021,Entire home/apt,10,3.0,4.0,0,13.81,100.56593,94,4.96,3.0,bath,7.824046010856292
6022,Hotel room,4,1.0,4.0,100,13.76304,100.4993,29,4.41,2.0,shared bath,6.84587987526405
6023,Entire home/apt,2,1.0,1.0,0,13.80484,100.57749,0,0.0,1.0,bath,7.861341795599989
6024,Entire home/apt,3,2.0,2.0,0,13.71081,100.62322,0,0.0,1.5,bath,7.313220387090301
6026,Private room,8,4.0,4.0,100,13.74011,100.56567,0,0.0,4.0,bath,8.188411308079031
6028,Entire home/apt,4,1.0,1.0,0,13.73733,100.59706,0,0.0,1.0,bath,7.549609165154532
6029,Hotel room,2,1.0,2.0,60,13.7464,100.55805,18,4.78,1.0,private bath,8.062432791583195
6030,Entire home/apt,2,1.0,1.0,100,13.6601,100.60642,49,4.98,1.0,bath,7.2078598714324755
6031,Entire home/apt,4,2.0,2.0,0,13.70748,100.60482,0,0.0,1.0,bath,7.862112211662748
6032,Hotel room,1,1.0,1.0,0,13.71602,100.5874,20,4.5,1.0,private bath,6.173786103901937
6033,Private room,2,1.0,1.0,100,13.71857,100.53905,9,4.89,1.0,private bath,6.684611727667927
6036,Entire home/apt,2,1.0,1.0,0,13.74762,100.5805,0,0.0,1.0,bath,8.411832675758411
6037,Entire home/apt,4,2.0,3.0,90,13.71871,100.58914,63,4.74,1.5,bath,7.003065458786462
6038,Entire home/apt,4,1.0,1.0,0,13.76163,100.65231,0,0.0,1.0,bath,7.600902459542082
6039,Entire home/apt,3,1.0,1.0,0,13.74891,100.57925,0,0.0,1.0,bath,7.649692623711514
6040,Entire home/apt,16,8.0,8.0,100,13.71371,100.59715,62,4.88,8.5,bath,9.190137664658664
6041,Entire home/apt,3,1.0,1.0,0,13.78235,100.62678,0,0.0,1.0,bath,7.600902459542082
6042,Entire home/apt,4,1.0,1.0,0,13.80637,100.52854,19,4.74,1.0,bath,7.275172319452771
6043,Entire home/apt,2,1.0,1.0,100,13.75045,100.56533,7,5.0,1.0,bath,6.907755278982137
6044,Entire home/apt,4,1.0,2.0,0,13.73905,100.55816,56,4.84,1.5,bath,7.543273346705446
6045,Private room,2,1.0,1.0,0,13.75198,100.64051,0,0.0,1.0,private bath,6.194405391104672
6046,Hotel room,2,1.0,1.0,0,13.71559,100.58911,24,4.67,1.0,private bath,6.551080335043404
6047,Private room,2,1.0,2.0,100,13.72228,100.50252,4,4.75,1.0,private bath,7.003065458786462
6048,Private room,2,1.0,1.0,43,13.83887,100.58389,1,5.0,1.0,private bath,7.313220387090301
6049,Entire home/apt,2,1.0,1.0,100,13.79888,100.55638,71,4.86,1.0,bath,6.856461984594587
6050,Private room,2,1.0,1.0,100,13.77954,100.57513,81,4.85,1.0,private bath,6.522092798170152
6051,Entire home/apt,3,1.0,1.0,0,13.92999,100.5996,0,0.0,1.0,bath,7.696212639346407
6052,Entire home/apt,6,2.0,2.0,100,13.72232,100.497,121,4.89,1.0,bath,7.432483807917119
6053,Private room,2,1.0,1.0,0,13.72484,100.52788,0,0.0,1.0,private bath,7.090076835776092
6054,Private room,2,1.0,1.0,100,13.86981,100.55379,0,0.0,1.0,private bath,6.476972362889683
6055,Entire home/apt,3,1.0,2.0,100,13.70367,100.50376,67,4.85,1.0,bath,6.97914527506881
6056,Entire home/apt,3,1.0,1.0,99,13.70585,100.60264,8,5.0,1.0,bath,6.906754778648554
6057,Hotel room,8,1.0,8.0,100,13.79807,100.56913,0,0.0,5.5,shared bath,5.857933154483459
6058,Entire home/apt,5,1.0,2.0,100,13.74965,100.53717,2,5.0,1.0,bath,7.81156848934518
6059,Entire home/apt,3,1.0,1.0,99,13.79022,100.57521,9,5.0,1.0,bath,7.222566018822171
6060,Entire home/apt,2,1.0,1.0,0,13.69926,100.45997,0,0.0,1.0,bath,9.198976041897133
6061,Entire home/apt,2,1.0,1.0,0,13.70389,100.60288,0,0.0,1.0,bath,6.091309882077698
6062,Private room,3,1.0,2.0,100,13.77643,100.54493,29,5.0,1.0,private bath,7.113142108707088
6063,Private room,3,1.0,1.0,100,13.77655,100.54692,26,4.96,1.0,private bath,7.038783541388542
6064,Entire home/apt,2,1.0,1.0,0,13.71798,100.45372,28,4.86,1.0,bath,6.29156913955832
6065,Private room,4,1.0,1.0,0,13.71256,100.59342,0,0.0,1.0,private bath,6.745236349484363
6066,Private room,2,1.0,1.0,100,13.71719,100.58498,32,4.94,1.0,private bath,7.138073034044347
6067,Entire home/apt,2,1.0,2.0,100,13.6648,100.60328,0,0.0,1.0,bath,7.824046010856292
6068,Entire home/apt,5,2.0,3.0,100,13.73474,100.56274,140,4.94,1.0,bath,7.774435510302958
6069,Private room,2,1.0,1.0,80,13.78356,100.61361,3,4.67,1.0,private bath,6.721425700790643
6070,Shared room,12,1.0,12.0,65,13.75228,100.53044,0,0.0,3.0,shared bath,5.991464547107982
6071,Entire home/apt,2,1.0,1.0,100,13.67262,100.60371,13,4.92,1.0,bath,6.263398262591624
6072,Entire home/apt,4,1.0,2.0,100,13.7344,100.57184,39,4.87,2.0,bath,7.107425474110705
6073,Private room,4,1.0,2.0,80,13.78505,100.61171,5,4.2,1.0,private bath,7.090076835776092
6074,Entire home/apt,3,1.0,2.0,100,13.69755,100.60636,60,4.92,1.5,bath,6.47543271670409
6075,Entire home/apt,2,1.0,2.0,100,13.7356,100.5596,9,4.75,1.0,bath,7.438383530044307
6076,Entire home/apt,3,1.0,1.0,0,13.74445,100.5825,1,5.0,1.0,bath,8.1886891244442
6077,Entire home/apt,2,1.0,1.0,100,13.66773,100.65107,4,3.5,1.0,bath,6.214608098422191
6078,Private room,2,1.0,1.0,100,13.78078,100.53967,28,4.61,1.0,private bath,7.254177846456518
6079,Private room,4,3.0,9.0,0,13.8459,100.65106,0,0.0,3.0,bath,7.549609165154532
6080,Private room,2,1.0,1.0,0,13.71482,100.55388,0,0.0,1.0,private bath,6.907755278982137
6081,Private room,2,1.0,1.0,100,13.73666,100.51131,20,4.15,1.0,shared bath,6.380122536899765
6082,Private room,2,1.0,1.0,100,13.73879,100.51072,23,4.57,1.0,shared bath,6.476972362889683
6083,Private room,2,1.0,1.0,50,13.7193,100.78262,10,5.0,1.0,shared bath,6.745236349484363
6084,Private room,1,1.0,1.0,0,13.66927,100.63426,0,0.0,1.0,private bath,7.24422751560335
6085,Private room,2,1.0,2.0,100,13.73707,100.55854,15,4.93,1.5,shared bath,6.620073206530356
6086,Private room,2,2.0,1.0,0,13.92684,100.58578,0,0.0,1.0,private bath,6.851184927493743
6087,Private room,4,1.0,1.0,0,13.75534,100.57058,0,0.0,2.0,bath,7.824046010856292
6088,Entire home/apt,2,1.0,2.0,100,13.78069,100.54301,16,4.75,1.5,bath,6.745236349484363
6089,Hotel room,1,1.0,1.0,0,13.71522,100.58823,2,5.0,1.0,private bath,6.253828811575473
6090,Entire home/apt,3,1.0,3.0,0,13.6828,100.50613,0,0.0,1.0,bath,7.600902459542082
6091,Entire home/apt,2,1.0,1.0,0,13.81101,100.66804,0,0.0,1.0,bath,5.883322388488279
6092,Hotel room,2,1.0,1.0,100,13.76272,100.50005,7,3.86,1.0,private bath,6.579251212010101
6093,Private room,2,1.0,1.0,0,13.77713,100.57373,0,0.0,1.0,private bath,6.802394763324311
6094,Entire home/apt,4,2.0,2.0,100,13.7457,100.5528,11,4.55,1.5,bath,7.495541943884256
6095,Entire home/apt,6,3.0,3.0,90,13.74106,100.58049,26,4.77,4.5,bath,9.112837790614945
6096,Entire home/apt,2,1.0,1.0,100,13.68408,100.61136,2,4.5,1.0,bath,6.634633357861686
6097,Entire home/apt,4,2.0,4.0,0,13.72653,100.59272,0,0.0,1.0,bath,8.522180732927277
6098,Private room,8,3.0,3.0,0,13.75277,100.45364,0,0.0,1.5,bath,7.090076835776092
6099,Entire home/apt,2,1.0,1.0,98,13.71788,100.52921,29,4.76,1.0,bath,7.090076835776092
6100,Entire home/apt,2,1.0,1.0,11,13.75717,100.50067,1,5.0,1.0,bath,7.438383530044307
6101,Hotel room,6,1.0,4.0,38,13.75828,100.56406,0,0.0,1.0,private bath,8.359603270841466
6102,Entire home/apt,12,4.0,10.0,0,13.75791,100.53872,0,0.0,4.5,bath,8.779557455883728
6103,Hotel room,10,1.0,10.0,100,13.71624,100.52066,0,0.0,4.0,bath,5.799092654460526
6104,Entire home/apt,2,1.0,1.0,91,13.70382,100.59377,8,4.0,1.0,bath,7.313220387090301
6105,Private room,2,1.0,1.0,0,13.70788,100.60046,0,0.0,1.0,private bath,7.313220387090301
6106,Entire home/apt,5,2.0,2.0,100,13.74554,100.5525,4,4.75,1.5,bath,7.495541943884256
6107,Entire home/apt,5,2.0,2.0,99,13.79159,100.57475,5,5.0,2.0,bath,7.160069207596127
6108,Entire home/apt,4,2.0,2.0,0,13.72049,100.78144,0,0.0,1.0,bath,7.862112211662748
6109,Private room,4,1.0,2.0,0,13.68493,100.61537,0,0.0,1.0,private bath,7.3777589082278725
6110,Entire home/apt,2,1.0,1.0,100,13.7198,100.54133,11,4.82,1.0,bath,6.887552571664617
6111,Private room,6,3.0,3.0,100,13.74416,100.48471,21,4.75,2.5,bath,7.779048644925556
6112,Private room,10,4.0,8.0,100,13.74273,100.54884,7,4.0,4.0,bath,8.646641258603124
6113,Entire home/apt,2,1.0,1.0,100,13.70568,100.59565,46,4.87,1.0,bath,6.551080335043404
6114,Private room,1,1.0,1.0,0,13.77603,100.50411,0,0.0,2.0,shared bath,5.846438775057725
6115,Private room,2,1.0,1.0,100,13.7808,100.57704,56,4.79,1.0,private bath,6.802394763324311
6116,Private room,10,4.0,8.0,100,13.74452,100.54918,7,4.14,4.0,bath,8.579792333172758
6117,Entire home/apt,3,1.0,1.0,100,13.74389,100.5544,70,4.69,1.0,bath,7.438383530044307
6118,Private room,2,1.0,1.0,80,13.7582283,100.5436935,27,4.67,1.5,shared bath,7.377133712833954
6119,Private room,2,1.0,1.0,80,13.75872803,100.5439682,3,4.5,1.0,private bath,7.377133712833954
6120,Hotel room,2,1.0,1.0,100,13.72695,100.51541,2,5.0,1.0,bath,8.046869510959576
6121,Entire home/apt,2,1.0,1.0,100,13.74333,100.55534,23,4.96,1.0,bath,7.600902459542082
6122,Private room,4,2.0,3.0,0,13.75401,100.57518,1,5.0,1.0,private bath,8.779557455883728
6123,Entire home/apt,2,1.0,1.0,0,13.70956,100.38226,1,5.0,1.0,bath,6.907755278982137
6124,Entire home/apt,2,1.0,1.0,100,13.73525,100.5684,6,3.67,1.0,bath,7.495541943884256
6125,Entire home/apt,2,1.0,1.0,100,13.71733,100.51975,0,0.0,1.0,bath,8.131530710604252
6126,Private room,2,1.0,1.0,0,13.70123,100.589,0,0.0,1.0,private bath,6.684611727667927
6127,Entire home/apt,3,1.0,1.0,0,13.65932,100.60283,18,4.82,1.0,bath,6.620073206530356
6128,Private room,2,1.0,2.0,0,13.84667,100.5413,0,0.0,1.0,private bath,9.104979856318357
6129,Private room,2,1.0,1.0,98,13.71725,100.53103,20,4.85,1.0,private bath,7.090076835776092
6130,Private room,2,1.0,2.0,0,13.74538,100.55387,0,0.0,1.0,private bath,6.907755278982137
6131,Entire home/apt,6,2.0,3.0,75,13.72179,100.49465,52,4.75,1.0,bath,7.4570320891223805
6132,Entire home/apt,2,1.0,1.0,0,13.68428,100.60808,1,5.0,1.0,bath,7.495541943884256
6133,Private room,2,1.0,1.0,100,13.80945,100.56634,6,4.83,1.0,private bath,7.484368643286131
6134,Private room,2,1.0,1.0,100,13.81251,100.57152,0,0.0,2.0,shared bath,7.313220387090301
6135,Private room,2,1.0,1.0,0,13.67496,100.53152,0,0.0,1.5,bath,7.002155954403621
6136,Entire home/apt,2,1.0,1.0,0,13.74462,100.5492,0,0.0,1.0,bath,7.4673710669175595
6137,Entire home/apt,3,2.0,2.0,100,13.72365,100.57725,47,4.76,2.0,bath,7.7279755421055585
6138,Private room,1,1.0,1.0,100,13.75488,100.49776,40,4.78,4.0,bath,5.971261839790462
6139,Entire home/apt,8,4.0,5.0,100,13.74725,100.58941,1,5.0,2.5,bath,9.104979856318357
6140,Entire home/apt,16,6.0,14.0,100,13.82777,100.52704,34,4.94,7.0,bath,8.294049640102028
6141,Private room,2,1.0,2.0,100,13.76405,100.34776,6,4.67,1.0,private bath,6.214608098422191
6142,Entire home/apt,9,3.0,5.0,70,13.74266,100.51397,60,4.73,4.0,bath,8.279697133877628
6143,Entire home/apt,3,2.0,3.0,100,13.77036,100.63778,9,4.44,1.5,bath,7.16703787691222
6144,Entire home/apt,2,1.0,1.0,0,13.75444,100.57526,1,5.0,1.0,bath,7.495541943884256
6145,Entire home/apt,3,1.0,3.0,100,13.76259,100.50026,1,5.0,1.0,bath,7.575584651557793
6146,Entire home/apt,2,1.0,1.0,100,13.69051,100.60364,43,4.91,1.5,bath,6.393590753950631
6147,Shared room,1,1.0,1.0,0,13.73236,100.51301,0,0.0,2.0,shared bath,5.857933154483459
6148,Entire home/apt,3,1.0,1.0,99,13.70571,100.60285,21,4.81,1.0,bath,7.478734825567875
6150,Entire home/apt,3,1.0,1.0,100,13.74935,100.54818,2,5.0,1.0,bath,7.6290038896529575
6151,Private room,2,1.0,2.0,100,13.78113,100.74966,4,4.75,1.0,shared bath,6.1092475827643655
6152,Entire home/apt,2,1.0,1.0,100,13.83518,100.66032,54,4.91,1.0,bath,6.349138991379798
6153,Private room,2,1.0,1.0,100,13.78191,100.74918,8,4.75,1.0,private bath,6.1092475827643655
6154,Entire home/apt,2,1.0,1.0,100,13.74726,100.55933,94,4.79,1.0,bath,7.334981878871814
6155,Private room,2,1.0,1.0,98,13.7193,100.52995,12,5.0,1.0,private bath,7.090076835776092
6156,Entire home/apt,2,1.0,1.0,0,13.77632,100.58411,0,0.0,1.0,bath,7.047517221357296
6157,Entire home/apt,6,3.0,4.0,100,13.78109,100.75024,5,5.0,3.0,bath,7.575584651557793
6158,Private room,2,1.0,1.0,0,13.74436,100.55739,0,0.0,1.0,private bath,7.418780882750794
6159,Private room,2,1.0,1.0,98,13.71903,100.53114,15,4.93,1.0,private bath,7.090076835776092
6160,Hotel room,2,1.0,1.0,100,13.73189,100.64791,6,4.83,1.0,private bath,6.917705609835305
6161,Private room,2,1.0,8.0,0,13.66026,100.62693,3,5.0,1.5,shared bath,7.313220387090301
6162,Entire home/apt,2,1.0,1.0,0,13.74833,100.56155,0,0.0,1.0,bath,8.294049640102028
6163,Hotel room,2,1.0,1.0,60,13.74665,100.55956,6,4.17,1.0,private bath,8.119398589612294
6164,Entire home/apt,4,2.0,2.0,100,13.72944,100.58933,19,5.0,2.0,bath,8.160518247477505
6165,Private room,2,1.0,1.0,0,13.74973,100.56172,0,0.0,1.0,private bath,7.232010331664759
6166,Private room,2,1.0,2.0,100,13.71872,100.54066,3,4.33,1.0,private bath,6.396929655216146
6167,Entire home/apt,2,1.0,1.0,100,13.69853,100.60412,76,4.43,1.0,bath,6.309918278226516
6168,Entire home/apt,2,1.0,1.0,100,13.74768,100.55816,89,4.85,1.0,bath,7.090076835776092
6169,Entire home/apt,2,1.0,2.0,100,13.72913,100.57449,10,5.0,2.0,bath,7.457609289715606
6170,Private room,4,2.0,5.0,100,13.73164,100.5808,4,5.0,1.0,private bath,7.824046010856292
6171,Private room,4,1.0,2.0,0,13.66042,100.60677,0,0.0,1.0,private bath,6.551080335043404
6172,Entire home/apt,3,1.0,2.0,17,13.73785,100.56082,1,5.0,1.0,bath,7.539027055823995
6173,Entire home/apt,5,2.0,2.0,100,13.72132,100.53207,42,4.95,2.0,bath,8.14002395246292
6174,Hotel room,2,1.0,1.0,60,13.74635,100.55773,18,4.5,1.0,private bath,8.11102783819368
6175,Private room,2,1.0,1.0,0,13.65945,100.62792,2,5.0,1.5,shared bath,7.313220387090301
6176,Entire home/apt,6,2.0,3.0,100,13.67364,100.63944,25,4.76,2.0,bath,7.639161171659173
6177,Entire home/apt,3,1.0,1.0,99,13.78693,100.57293,19,5.0,1.0,bath,7.4377951216719325
6178,Private room,2,1.0,2.0,0,13.70619,100.60278,1,5.0,1.0,private bath,7.064759027791802
6179,Hotel room,2,1.0,1.0,60,13.7449,100.55825,87,4.81,1.0,private bath,8.534836626588833
6180,Private room,2,1.0,1.0,100,13.89815,100.58664,25,4.8,1.0,private bath,6.309918278226516
6181,Entire home/apt,3,1.0,2.0,100,13.72192,100.57612,80,4.63,1.0,bath,7.133295954896068
6182,Hotel room,2,1.0,1.0,100,13.73738,100.52157,6,4.67,1.0,private bath,7.236339342754344
6183,Private room,2,1.0,2.0,100,13.75444,100.53247,6,3.67,4.0,shared bath,6.309918278226516
6184,Private room,2,1.0,2.0,100,13.89844,100.58627,15,4.87,1.0,shared bath,6.343880434126331
6185,Entire home/apt,2,1.0,1.0,100,13.76363,100.56939,1,5.0,1.0,bath,6.907755278982137
6188,Entire home/apt,2,1.0,1.0,100,13.74305,100.55592,5,5.0,1.0,bath,7.919356190660617
6189,Private room,2,1.0,1.0,0,13.65917,100.62554,1,5.0,1.5,shared bath,7.313220387090301
6190,Entire home/apt,3,1.0,1.0,0,13.75042,100.55516,9,4.75,0.0,bath,7.207118856207756
6191,Private room,2,1.0,2.0,0,13.65926,100.627,1,5.0,1.5,shared bath,7.313220387090301
6196,Hotel room,1,1.0,1.0,100,13.73754,100.5217,4,4.5,1.0,private bath,7.069023426578259
6197,Private room,3,1.0,1.0,67,13.6856,100.6155,6,4.83,1.0,private bath,6.551080335043404
6198,Private room,1,1.0,1.0,100,13.79348,100.507,1,5.0,1.0,private bath,5.937536205082426
6199,Entire home/apt,6,2.0,2.0,100,13.73038,100.59195,2,5.0,3.5,bath,8.995040974685022
6200,Private room,2,1.0,1.0,96,13.91107,100.57275,7,4.71,1.0,private bath,6.522092798170152
6201,Entire home/apt,2,1.0,1.0,99,13.72531,100.51978,28,4.75,1.0,bath,6.9363427358340495
6202,Entire home/apt,2,1.0,1.0,0,13.68162,100.61133,9,4.22,1.0,bath,6.1092475827643655
6203,Entire home/apt,4,1.0,1.0,100,13.72125,100.73452,8,3.63,1.0,bath,6.620073206530356
6204,Private room,2,1.0,1.0,100,13.76697,100.50314,0,0.0,0.0,shared bath,7.264730177929867
6205,Private room,2,1.0,1.0,100,13.76891,100.50185,4,5.0,1.0,bath,7.039660349862076
6206,Hotel room,4,1.0,1.0,50,13.73232,100.59854,0,0.0,1.0,bath,7.438383530044307
6207,Hotel room,2,1.0,1.0,100,13.7474,100.55514,2,2.5,1.0,private bath,7.622174594817622
6208,Hotel room,2,1.0,1.0,100,13.74589,100.55499,7,3.4,1.0,private bath,7.516977224604321
6209,Private room,2,1.0,1.0,100,13.78095,100.53954,4,4.0,1.0,bath,7.254177846456518
6210,Entire home/apt,5,2.0,4.0,100,13.823065,100.51062,58,4.83,2.5,bath,7.313220387090301
6211,Entire home/apt,5,2.0,4.0,100,13.74344,100.55039,12,4.0,2.0,bath,7.937374696163295
6212,Private room,2,1.0,1.0,0,13.65256,100.50597,13,4.83,1.0,private bath,5.991464547107982
6213,Entire home/apt,6,2.0,2.0,75,13.72149,100.49443,54,4.76,1.0,bath,7.351158226430694
6214,Private room,1,1.0,1.0,0,13.8301,100.54104,0,0.0,1.0,private bath,6.907755278982137
6216,Private room,2,1.0,1.0,100,13.78076,100.57504,37,4.57,1.0,private bath,6.802394763324311
6217,Entire home/apt,2,1.0,1.0,80,13.74108,100.47664,0,0.0,1.0,bath,7.170119543449628
6218,Entire home/apt,5,2.0,3.0,100,13.76044,100.56944,30,4.97,1.0,bath,7.521859252201629
6219,Private room,2,1.0,1.0,0,13.91303,100.58361,0,0.0,1.0,private bath,6.684611727667927
6220,Shared room,16,1.0,16.0,0,13.68982,100.61826,0,0.0,6.0,shared bath,7.313220387090301
6221,Entire home/apt,4,3.0,3.0,100,13.74337,100.55564,37,4.84,3.0,bath,8.592857095337227
6222,Entire home/apt,4,2.0,3.0,100,13.74711,100.54989,10,5.0,2.0,bath,8.172729104865471
6223,Entire home/apt,2,1.0,1.0,80,13.74221,100.4747,0,0.0,1.0,bath,7.170119543449628
6224,Entire home/apt,4,1.0,2.0,100,13.76507,100.54377,4,5.0,1.0,bath,7.182352111885263
6225,Private room,4,2.0,2.0,86,13.75252,100.50473,47,4.64,1.0,private bath,7.278628942320682
6226,Entire home/apt,4,1.0,2.0,100,13.76665,100.5438,1,5.0,1.0,bath,7.182352111885263
6227,Entire home/apt,2,1.0,1.0,80,13.74257,100.47509,0,0.0,1.0,bath,7.170119543449628
6229,Private room,2,1.0,1.0,100,13.72177,100.51973,2,4.5,1.0,private bath,7.495541943884256
6230,Entire home/apt,2,1.0,1.0,100,13.70305,100.59291,1,5.0,1.0,bath,7.090076835776092
6231,Entire home/apt,2,1.0,1.0,80,13.74242,100.47442,1,5.0,1.0,bath,7.170119543449628
6232,Private room,2,1.0,2.0,0,13.91509,100.58382,0,0.0,1.0,private bath,6.684611727667927
6233,Entire home/apt,4,1.0,2.0,100,13.73475,100.55733,119,4.62,1.0,bath,8.204945165019208
6234,Entire home/apt,2,1.0,1.0,0,13.81975,100.53081,1,5.0,1.0,bath,7.090076835776092
6235,Entire home/apt,3,1.0,2.0,100,13.81975,100.5297,79,4.81,1.0,bath,6.608000625296087
6236,Entire home/apt,6,1.0,2.0,100,13.75729,100.56128,30,4.77,1.0,bath,7.223295679562314
6237,Private room,1,1.0,4.0,0,13.74403,100.50302,0,0.0,3.0,shared bath,7.97728198675515
6238,Private room,2,1.0,2.0,0,13.74217,100.50321,0,0.0,3.0,shared bath,7.526717561352706
6239,Private room,4,1.0,4.0,0,13.74182,100.50257,1,5.0,3.0,shared bath,7.709308333385869
6240,Entire home/apt,2,1.0,1.0,100,13.7997,100.58409,1,4.0,1.5,bath,6.927557906278317
6241,Private room,2,1.0,1.0,0,13.76631,100.57989,1,5.0,1.5,shared bath,7.090076835776092
6242,Hotel room,1,1.0,4.0,0,13.75658,100.5269,0,0.0,1.0,bath,6.551080335043404
6243,Entire home/apt,2,1.0,1.0,100,13.70642,100.59485,12,4.92,1.0,bath,6.396929655216146
6244,Hotel room,2,1.0,1.0,86,13.75252,100.50473,12,4.5,1.0,private bath,6.970730078143525
6245,Entire home/apt,5,1.0,3.0,78,13.72042,100.49561,54,4.59,1.0,bath,7.233455418621439
6246,Entire home/apt,2,1.0,1.0,100,13.70326,100.59387,15,4.93,1.0,bath,6.907755278982137
6247,Entire home/apt,2,1.0,1.0,100,13.70306,100.59211,14,4.71,1.0,bath,6.907755278982137
6248,Entire home/apt,4,1.0,1.0,90,13.71832,100.57532,7,4.71,1.0,bath,7.365812837209472
6249,Entire home/apt,3,1.0,1.0,90,13.694,100.39123,4,4.5,1.5,bath,5.857933154483459
6250,Entire home/apt,2,2.0,1.0,100,13.74526,100.55786,0,0.0,2.0,bath,8.146129510025405
6251,Entire home/apt,2,1.0,1.0,0,13.75409,100.57638,0,0.0,1.0,bath,8.160518247477505
6252,Hotel room,2,1.0,1.0,100,13.7338,100.5618,13,4.46,1.0,private bath,8.470939806898775
6253,Entire home/apt,2,1.0,1.0,100,13.80612,100.53185,47,4.62,1.0,bath,6.309918278226516
6254,Entire home/apt,2,1.0,1.0,0,13.74753,100.60655,0,0.0,1.0,bath,7.495541943884256
6255,Entire home/apt,2,1.0,1.0,78,13.71892,100.49476,68,4.91,1.0,bath,7.170119543449628
6256,Private room,3,1.0,2.0,80,13.7524,100.53619,0,0.0,0.0,bath,7.329749689041512
6257,Entire home/apt,2,1.0,1.0,0,13.75524,100.57108,0,0.0,1.0,bath,8.294049640102028
6258,Private room,3,1.0,2.0,100,13.80173,100.74279,4,4.5,1.0,shared bath,6.620073206530356
